,"gross returns, 4h","net returns, 4h","gross returns, 8h","net returns, 8h","gross returns, 12h","net returns, 12h","gross returns, 24h","net returns, 24h"
2022-10-04 12:00:00,0.0012895463274691593,0.001021565046434615,,,-0.0015753311334330093,-0.0016125404357585906,,
2022-10-04 16:00:00,-0.002357289640087371,-0.002547794409136776,0.0005980305469994358,0.0004069926621363705,,,,
2022-10-04 20:00:00,0.00043367973343833043,9.872362540102106e-05,,,,,,
2022-10-05 00:00:00,0.00010713753020024989,-0.00021052668209106743,0.00103402754613462,0.0007657735778806517,-0.000669382102409287,-0.0006786844279906824,-0.000690202899045485,-0.000866962309847449
2022-10-05 04:00:00,0.0012928920754458851,0.001090370016359685,,,,,,
2022-10-05 08:00:00,0.00044620832100724387,0.00019863891558968735,-0.0004629336089936054,-0.0005200764661364625,,,,
2022-10-05 12:00:00,0.0019483657722945958,0.0011307567552953349,,,-0.0063030688815573326,-0.006659900946716479,,
2022-10-05 16:00:00,0.002791038358408887,0.001927292794663323,-0.0033357558369409954,-0.003806409214571117,,,,
2022-10-05 20:00:00,-0.0019412957868819786,-0.002302563821834224,,,,,,
2022-10-06 00:00:00,0.002075986274992496,0.0017110967785240521,-0.00042213430774447645,-0.0006238353599667797,-0.0005441719728140297,-0.0009158506067582301,0.0008047960451149998,0.0007982494002704827
2022-10-06 04:00:00,0.001490011310122896,0.001066838404597049,,,,,,
2022-10-06 08:00:00,0.0004257815904730537,0.00010692789514877015,-0.0010028394198384376,-0.0010153786047914157,,,,
2022-10-06 12:00:00,-0.0007232111269402583,-0.0011135289392092901,,,-0.0018931645714469194,-0.0019427769745476947,,
2022-10-06 16:00:00,0.0012413817222443578,0.0008354317719077504,-0.00015655632309301797,-0.0003665876710554004,,,,
2022-10-06 20:00:00,-4.844912259339756e-05,-0.00041029752048914127,,,,,,
2022-10-07 00:00:00,-0.0007026732795996455,-0.0009243658147068147,-0.002271162762849466,-0.0023056455214701555,-0.0009902496544487935,-0.0012166062435960802,-0.0015562279940610601,-0.0018263166267768899
2022-10-07 04:00:00,0.0008992438436925956,0.0006223128799195264,,,,,,
2022-10-07 08:00:00,0.00045016976254396313,0.00040956825878456465,0.0018531433676927808,0.0018092562203573575,,,,
2022-10-07 12:00:00,0.0002281151495770094,-0.00024503546890467876,,,0.003231110014189044,0.0031970014870572614,,
2022-10-07 16:00:00,0.001005834992660328,0.00045199209843923573,-0.0008804178799507966,-0.0010888818297940567,,,,
2022-10-07 20:00:00,-0.0001912363669099782,-0.00038833971798285614,,,,,,
2022-10-08 00:00:00,0.0003083117274156484,-3.557900717276064e-05,0.0011088770472813167,0.0010649898999458935,0.0010713901281868606,0.0009993894477659717,-0.003387871541515961,-0.003387871541515961
2022-10-08 04:00:00,-0.00022698315774235552,-0.00024920537996457777,,,,,,
2022-10-08 08:00:00,-0.0010752292925521618,-0.0012182158079524703,-0.0015141952775175405,-0.0015643520173294527,,,,
2022-10-08 12:00:00,0.0005801761513396669,0.0004615017223204103,,,0.0016159319231122762,0.0015971231456828091,,
2022-10-08 16:00:00,4.274851223861071e-05,4.653274143372619e-06,0.0015027080534079724,0.001424800903087029,,,,
2022-10-08 20:00:00,0.0005506976570825961,0.00035732551198631307,,,,,,
2022-10-09 00:00:00,8.850582536776004e-05,-0.00014033430002408946,-0.0006438510676325265,-0.0008389199833910974,0.0007570698521337935,0.0005394353793269069,0.0011799727397029745,0.0011799727397029745
2022-10-09 04:00:00,-0.0008125422423932759,-0.0009991136501354937,,,,,,
2022-10-09 08:00:00,0.0002991170785180447,0.00013879047649136244,0.0007719115489355074,0.0006198739313806486,,,,
2022-10-09 12:00:00,-0.0016778053943794047,-0.001897649152154197,,,-0.0019526149875882914,-0.001965313400286704,,
2022-10-09 16:00:00,0.00019764064941262563,0.00015954541131738752,-0.001128225741326717,-0.0012185028971211144,,,,
2022-10-09 20:00:00,-0.0021391302257331617,-0.0021645270511299873,,,,,,
2022-10-10 00:00:00,0.0029168636051700694,0.0027972537131463844,0.0025975485157406033,0.0025130881485216153,0.0013072361290947783,0.0012723154941741434,-0.0012066682222214029,-0.001213109446053931
2022-10-10 04:00:00,0.0013000909296545149,0.0011464859139805337,,,,,,
2022-10-10 08:00:00,2.2430650388107886e-06,-0.00020151869044708262,0.0003762740659979233,-1.6795361233492775e-05,,,,
2022-10-10 12:00:00,0.0009848172196939764,0.0006496321695129358,,,0.0002950789685612731,-0.00044590227241996796,,
2022-10-10 16:00:00,-0.0013747965840283224,-0.001844711681850397,0.0009111995600981093,0.0007313545988577992,,,,
2022-10-10 20:00:00,0.0003037048088090392,0.00018624449134872173,,,,,,
2022-10-11 00:00:00,-0.0003593190615130045,-0.0006433353036687816,0.002017321664030192,0.0018018177880611995,-0.0009773241659853942,-0.00109408321993957,0.004856365322512008,0.0046341431002897854
2022-10-11 04:00:00,0.0008359622863846267,0.0005677452321210608,,,,,,
2022-10-11 08:00:00,0.00042125798511999,8.017271380216044e-05,0.004985702062380418,0.004746519539476965,,,,
2022-10-11 12:00:00,-0.0006626588807353523,-0.0007957483965834888,,,0.00015276942648889815,-0.00018684540631101347,,
2022-10-11 16:00:00,-0.0004707975380555387,-0.0006446841878042574,0.001771868494090264,0.0015085456100777247,,,,
2022-10-11 20:00:00,0.001000165619056529,0.0008053704917032621,,,,,,
2022-10-12 00:00:00,0.002589787123290359,0.0019077575249816909,0.0019058367290212847,0.0014286117882765794,-0.0007437653414525255,-0.0008061059420284202,0.0035484835204168163,0.0033595427116795227
2022-10-12 04:00:00,0.0006832727574031187,0.0002529697271000884,,,,,,
2022-10-12 08:00:00,0.001458796476332995,0.0009133007955431965,-0.0007020679104371023,-0.0007813362031200291,,,,
2022-10-12 12:00:00,-0.0009698884086944418,-0.001453287959884524,,,-0.0007161924908672002,-0.0010557121110319817,,
2022-10-12 16:00:00,0.001501917279583576,0.0011635026454372345,0.0003622638340130635,6.093345707293044e-05,,,,
2022-10-12 20:00:00,0.000444379497836549,0.0002416941357294717,,,,,,
2022-10-13 00:00:00,-0.0018853672854488353,-0.002144314536805954,0.001682085316288699,0.001142998596556818,0.0009082235923652504,0.0007661624277234406,0.0012825035404404742,0.0011826672065615872
2022-10-13 04:00:00,-0.0010289928551217502,-0.0013903667753191998,,,,,,
2022-10-13 08:00:00,0.0008579691729468067,0.0006700903850680188,0.002190000131050255,0.0018788184593257035,,,,
2022-10-13 12:00:00,-0.0008018118798764083,-0.0010995206751461793,,,-0.002895198737807098,-0.0031270723519977854,,
2022-10-13 16:00:00,0.0013904272164545783,0.0010914460252320077,0.0014505736358549565,0.000873704226878735,,,,
2022-10-13 20:00:00,0.00033491822289418333,9.447692134622573e-05,,,,,,
2022-10-14 00:00:00,-0.0019652891155524646,-0.0021212610238900507,-0.004380921633938004,-0.004710753229767996,0.0003011409246879667,0.00013633818219049564,-0.005976438220567166,-0.00615319763136913
2022-10-14 04:00:00,0.001416663155829645,0.0013696412122559773,,,,,,
2022-10-14 08:00:00,0.0005762262544303602,0.0002883888815425248,-0.001102664507687247,-0.0012809590813306578,,,,
2022-10-14 12:00:00,0.001606057719660884,0.0013015122651154295,,,-0.0007532939065169412,-0.0009243314711028929,,
2022-10-14 16:00:00,0.0003852489481812502,0.00025494591787821985,-0.0006454373767536084,-0.0007756699348931433,,,,
2022-10-14 20:00:00,-0.0017715934811554557,-0.002017048026610001,,,,,,
2022-10-15 00:00:00,0.0009910216970275862,0.0008818568781066697,-0.003233282290736381,-0.003657483403710549,-0.0013328796007483685,-0.0016606456331655637,0.0024180226465819617,0.0024180226465819617
2022-10-15 04:00:00,-0.000734635379378591,-0.0008175806861043856,,,,,,
2022-10-15 08:00:00,0.0011004204255591757,0.0008089385334675276,0.00458854348376151,0.004096633202115863,,,,
2022-10-15 12:00:00,-0.0006539065241674742,-0.0011234187192894255,,,0.0015380794297524905,0.0012869780873437176,,
2022-10-15 16:00:00,0.0003476987134244566,0.00013733285976592,0.0011948262150464216,0.0008620358746041681,,,,
2022-10-15 20:00:00,-0.0010722211418500629,-0.0012770842043055722,,,,,,
2022-10-16 00:00:00,0.002299417322984334,0.0019818569263916792,0.0013273644502050188,0.000955628659114389,-0.0006707179400737617,-0.0007725968505679358,0.0016057492225264708,0.0016057492225264708
2022-10-16 04:00:00,0.0017802581643568854,0.0015077618598483857,,,,,,
2022-10-16 08:00:00,-0.0004903564214618942,-0.0007723686165838455,-0.0011918678197461576,-0.0014129016496322005,,,,
2022-10-16 12:00:00,-0.00025332121282699754,-0.0006442126856952147,,,-4.344914002660722e-05,-0.0005108817706470937,,
2022-10-16 16:00:00,0.0013658055873940309,0.0010862428395642162,-0.0011884683471713,-0.0012334295874813774,,,,
2022-10-16 20:00:00,0.0018602787157906418,0.0015161926942852653,,,,,,
2022-10-17 00:00:00,0.0023641201952268923,0.0018407742686551592,0.0009630047431590349,0.0007624688949112587,0.0013001168272420431,0.000998704514065024,0.0036079608813306564,0.0034279281481064336
2022-10-17 04:00:00,0.000800181196516348,0.000403873123737687,,,,,,
2022-10-17 08:00:00,-0.002198459716587832,-0.002390013261082553,-0.0014064045214744105,-0.0015438103014908432,,,,
2022-10-17 12:00:00,0.0021164466241749245,0.001777538852629582,,,-0.0016514166974470484,-0.0019553794014097524,,
2022-10-17 16:00:00,-0.000399307920800475,-0.0005019642469029066,-0.003022343193457488,-0.003124668774852837,,,,
2022-10-17 20:00:00,-0.0010745125146367925,-0.001263536904880695,,,,,,
2022-10-18 00:00:00,0.0003239309796148033,0.00031478463815138864,-0.000215064649517605,-0.00028996908991341824,-0.0025949644659098874,-0.0026040142396655435,-0.000748388891364922,-0.0007549355362094391
2022-10-18 04:00:00,-0.0001596933607083163,-0.0003364149147902166,,,,,,
2022-10-18 08:00:00,-0.00028000837414089046,-0.00040250753116011044,0.0015356907162928876,0.0013329257393343622,,,,
2022-10-18 12:00:00,-0.0013495282773132303,-0.0017085753561561117,,,-0.00042563311600348245,-0.0005897453368768225,,
2022-10-18 16:00:00,-0.0010013091586418578,-0.0013949111790564636,-0.004232270287817353,-0.00440394177711825,,,,
2022-10-18 20:00:00,0.00033387477772039016,7.77818152070546e-05,,,,,,
2022-10-19 00:00:00,0.00020695260292337628,-1.7593625097043483e-05,0.0022451043792746173,0.002027667245600955,-0.0010714354712623017,-0.0013019047986828486,-0.0015058839921324517,-0.0017746548621984189
2022-10-19 04:00:00,-0.001221432839342479,-0.0017522617004038983,,,,,,
2022-10-19 08:00:00,0.001615833979248674,0.0013531711518799641,0.0007896175083070575,0.0007108503208655978,,,,
2022-10-19 12:00:00,-0.002616324115506436,-0.002868112677821314,,,-0.0023186228017246955,-0.0023368046199065138,,
2022-10-19 16:00:00,-0.00023736861283428555,-0.0002884964323831577,0.0009395923626014331,0.0007018858323103237,,,,
2022-10-19 20:00:00,-0.0007246277589632504,-0.0008365727798865995,,,,,,
2022-10-20 00:00:00,0.0013449460170009593,0.0010615630865592053,0.001791854211583286,0.0015921590896320666,0.001263335196531432,0.0009228168913072443,-0.0008140554688563651,-0.000998352482015543
2022-10-20 04:00:00,0.0005484273407207,0.00043831422008126363,,,,,,
2022-10-20 08:00:00,0.0008410810321752822,0.0006606299043557333,0.0023390899960220495,0.0021756781718116416,,,,
2022-10-20 12:00:00,-0.0010779898964290839,-0.0010990425280080311,,,0.0022055065198115387,0.002018477862194646,,
2022-10-20 16:00:00,0.001295763879505619,0.0010182954336161207,0.0016063768523874578,0.0014338093202605235,,,,
2022-10-20 20:00:00,0.0013567147210462006,0.0013146726790041585,,,,,,
2022-10-21 00:00:00,-0.0002120564702793006,-0.00040879606701889733,-0.0008191745932506029,-0.000989915539296427,0.00014707210038299238,4.173821857852232e-05,0.003289831389042394,0.0032865580666201354
2022-10-21 04:00:00,0.002037435176694329,0.0020043524699274117,,,,,,
2022-10-21 08:00:00,-0.0012421947821959316,-0.0015910669626470594,0.0023947408841100614,0.002273898312047977,,,,
2022-10-21 12:00:00,0.00011824659846412962,-0.00010130227371632147,,,-0.00263497204567801,-0.00274306199494443,,
2022-10-21 16:00:00,0.0025682508384900007,0.0024582912548462067,-0.00018504048835105234,-0.00022467463469251576,,,,
2022-10-21 20:00:00,0.0013289610036652678,0.0010624907740371435,,,,,,
2022-10-22 00:00:00,-0.0005148773159594669,-0.0007226873816642695,0.0008393474353248463,0.0005227051214362695,0.003960614196001298,0.0039394980572381,-0.0005854344945273591,-0.0005854344945273591
2022-10-22 04:00:00,0.0007083116789358775,0.0004981014687256673,,,,,,
2022-10-22 08:00:00,-0.0014467711598476244,-0.0015548792679557326,0.0003137493326423171,-4.500923766227998e-05,,,,
2022-10-22 12:00:00,0.00020077597633223388,-0.00015958438402812643,,,-0.000406402902717476,-0.0004968732167172018,,
2022-10-22 16:00:00,0.001169306185488274,0.0009545914707735593,-0.00024326294542039838,-0.0006365556283472277,,,,
2022-10-22 20:00:00,0.00035877768715859696,7.499390337481319e-05,,,,,,
2022-10-23 00:00:00,0.00047843149176123246,0.00013909215242189303,0.002557734776809022,0.00017191515117090514,0.0006498739536877666,-0.0009454577416439288,-0.0010019349242744828,-0.0031706363589333645
2022-10-23 04:00:00,0.0011306384687088736,-0.0007823233302994375,,,,,,
2022-10-23 08:00:00,0.00020062059395950532,-1.3332894412587708e-05,0.0022176836062497603,0.001951371730475174,,,,
2022-10-23 12:00:00,-0.0016673000453250996,-0.0023742767895111464,,,0.0008873901427034123,0.0007852880406013102,,
2022-10-23 16:00:00,0.0010160647400086077,0.0005465187820905568,0.00032142270108551064,-0.00026478419546621364,,,,
2022-10-23 20:00:00,-0.0025199760883499282,-0.002762679621376042,,,,,,
2022-10-24 00:00:00,0.0016107139677443262,0.0013501202478857902,-0.0010941130766798633,-0.0012477180923538445,-0.004230354539424646,-0.004529178175090387,0.0005781391654507055,-4.948846217692215e-05
2022-10-24 04:00:00,7.035368179160674e-05,-0.0001498013569680832,,,,,,
2022-10-24 08:00:00,0.001726835487988223,0.001381099053879696,-2.8072393329007302e-05,-0.0002978592757862988,,,,
2022-10-24 12:00:00,3.49513787239904e-05,-0.00021829764781835945,,,-0.004306333559376409,-0.004607085439075657,,
2022-10-24 16:00:00,-0.0017510950572944925,-0.0017941058099826645,-0.0015204842846696955,-0.002172911677232122,,,,
2022-10-24 20:00:00,0.001332030507247232,0.001298236344420811,,,,,,
2022-10-25 00:00:00,0.0013259053781264055,0.0011200682045472963,0.0020829833944547133,0.0018058813715239918,0.004926433792906216,0.004703877401928773,-0.000721532679744006,-0.0009770475931536562
2022-10-25 04:00:00,0.0009165241160972576,0.00038922086171223273,,,,,,
2022-10-25 08:00:00,-0.00031434492069241904,-0.0004997984269261203,-0.0003848539913918484,-0.0007194509635188927,,,,
2022-10-25 12:00:00,0.0003145148449114856,-0.0002738108079302962,,,-0.0019841047859407673,-0.002675314792940248,,
2022-10-25 16:00:00,-0.0005818960018388992,-0.0011075353606262001,0.00016119706493295357,-0.0007014077265364068,,,,
2022-10-25 20:00:00,0.0004159916229794111,-7.804254386951123e-05,,,,,,
2022-10-26 00:00:00,-0.00010197280766882522,-0.0002827557777060054,0.0017651331604236606,0.0008672593707092636,0.004195818422505798,0.003572104210556292,0.005153230743851269,0.004803063470464181
2022-10-26 04:00:00,0.001319819044826321,0.000973729835555799,,,,,,
2022-10-26 08:00:00,-0.00024211382234673386,-0.0003911153584450442,0.0009085429392542725,0.00015234967015777744,,,,
2022-10-26 12:00:00,0.001422427872798564,0.0008303342045091227,,,-0.0028051064612167067,-0.003104093748439288,,
2022-10-26 16:00:00,-0.0008905236809060997,-0.001479076895983705,0.00022582632985968627,-0.0003284234853657387,,,,
2022-10-26 20:00:00,6.600316756721488e-05,-0.00020460068766488582,,,,,,
2022-10-27 00:00:00,-0.0013302225980920477,-0.0016183627951622211,-0.0027653875053540054,-0.0033163732013011906,0.004302344411536706,0.003673186150029279,0.0028284603325932876,0.002550111230714774
2022-10-27 04:00:00,-0.00026715508226353657,-0.0005586437863210841,,,,,,
2022-10-27 08:00:00,0.0026094651626855005,0.002309925992178588,0.0016315879268113038,0.0014463737601729885,,,,
2022-10-27 12:00:00,-0.0015117596956188521,-0.001969088476855973,,,-0.0016040613115055563,-0.001773268628578727,,
2022-10-27 16:00:00,-0.0030120358861681303,-0.003324353904697153,-0.006208061316204784,-0.006373973835058479,,,,
2022-10-27 20:00:00,0.002858508965275065,0.0024103807746908333,,,,,,
2022-10-28 00:00:00,-0.0011791968539510652,-0.0014006122271957068,0.004127529779238963,0.0035719490854229747,0.001848213004733166,0.0014785899448662037,-0.00019465796943724737,-0.0005632031497471336
2022-10-28 04:00:00,-0.002322990920216585,-0.0025817815919104824,,,,,,
2022-10-28 08:00:00,-0.0029816803261072428,-0.0031896038771169464,-0.004454203551302135,-0.004796382093480677,,,,
2022-10-28 12:00:00,-0.0010021828920870309,-0.0013652874966353806,,,-0.008447866285462574,-0.008575102057820297,,
2022-10-28 16:00:00,0.0021563073400586354,0.0018716124650411798,-0.003275888656836058,-0.0036677805487279496,,,,
2022-10-28 20:00:00,-0.0005828447420907894,-0.0006919356511816985,,,,,,
2022-10-29 00:00:00,0.0001514724213310737,-0.0001637133732664856,0.0002255241211148409,-7.030102734188658e-05,0.0022402522966273337,0.0019353080727664905,-0.0037689887097657263,-0.0041440760805489365
2022-10-29 04:00:00,-0.002167098271011649,-0.0025121310866327,,,,,,
2022-10-29 08:00:00,-0.0002605468611718196,-0.0006121985128234712,-0.0019963630604941953,-0.0025016262183889322,,,,
2022-10-29 12:00:00,-0.010897192400387038,-0.010932040885235523,,,-0.015575710989680075,-0.01569974199743201,,
2022-10-29 16:00:00,0.0002875950577455569,-9.597823171008551e-05,-0.01018100022711085,-0.01052206911554816,,,,
2022-10-29 20:00:00,7.084914235620655e-05,-0.0001653703656899269,,,,,,
2022-10-30 00:00:00,-0.0010406252378633957,-0.0011989038171946068,-0.0032158492980466913,-0.0035041375863349798,0.004515125307420241,0.0038720645422289433,-0.015133104071916401,-0.015437741913749366
2022-10-30 04:00:00,0.0002172755476295781,-3.647820612417567e-05,,,,,,
2022-10-30 08:00:00,0.003124232820199371,0.002911019606986158,0.005188040569684708,0.004821674203318341,,,,
2022-10-30 12:00:00,0.007391479473645641,0.006947646919286771,,,0.00172035462015629,0.0014442409488813284,,
2022-10-30 16:00:00,-0.0013647035214594569,-0.0016461616713386593,0.002406358810200446,0.002067019470861107,,,,
2022-10-30 20:00:00,-0.00019108563302866805,-0.0004922055499380586,,,,,,
2022-10-31 00:00:00,-0.0022738972613915048,-0.002401267488761732,-0.003824716044633453,-0.004088980308897717,-0.007444302986675695,-0.0076539476234446435,0.00024415889768089854,-0.00014249954191871756
2022-10-31 04:00:00,0.0036723232463105994,0.0035341851081724615,,,,,,
2022-10-31 08:00:00,-0.0031533600789628974,-0.0032194261450289637,-0.000588371657006044,-0.0007205037891381762,,,,
2022-10-31 12:00:00,0.001727171693615399,0.001450895417339123,,,0.00025067152325754195,3.280277035503062e-05,,
2022-10-31 16:00:00,-0.0008234891642009286,-0.0009586242993360637,0.0010707057074887485,0.0006653003020833431,,,,
2022-10-31 20:00:00,-7.803305568928499e-05,-0.0002311862088424381,,,,,,
2022-11-01 00:00:00,0.0003792829130988963,-2.612249230650915e-05,0.0005000384990173385,0.0004339724329512724,0.0035727261462651268,0.003441521916636291,0.0026349503378422924,0.0021085003172746247
2022-11-01 04:00:00,-0.003888160790614817,-0.004278551181005208,,,,,,
2022-11-01 08:00:00,8.949799894688464e-05,-0.00011170320225431648,-0.003280361264480353,-0.003460541444660533,,,,
2022-11-01 12:00:00,0.0015232493978860019,0.0010788049534415575,,,-0.004130410988746088,-0.004227185182294475,,
2022-11-01 16:00:00,0.001157018788177728,0.0008627244938834338,0.0033584277277989454,0.0028163856857569033,,,,
2022-11-01 20:00:00,-0.000664246372929646,-0.0007032854119686851,,,,,,
2022-11-02 00:00:00,-0.0017238764083525497,-0.002010037757671794,-0.001992735283041436,-0.0021789214692276224,-0.0027196047376463355,-0.0030485639373765815,-0.008990020518011599,-0.009116960651049293
2022-11-02 04:00:00,0.002190164391421809,0.001629239556812764,,,,,,
2022-11-02 08:00:00,0.0010655467177533905,0.0005820632342699069,0.005700165956382741,0.005324790581007366,,,,
2022-11-02 12:00:00,-0.000991785207460754,-0.0012329827960267637,,,0.0027502976646958783,0.0021710293720129514,,
2022-11-02 16:00:00,0.0010845696770098983,0.000635424291022407,-0.0018714177731644572,-0.0023158622176089015,,,,
2022-11-02 20:00:00,0.0035842306415072795,0.00296824814317184,,,,,,
2022-11-03 00:00:00,-0.0026297032752222722,-0.003413697676863733,-0.005726492808619304,-0.006286234505203106,-0.00987748161715027,-0.010168640153735637,-0.007473137048796632,-0.008026568699392207
2022-11-03 04:00:00,0.001319109336259361,0.0007725627897128145,,,,,,
2022-11-03 08:00:00,0.001339857871840202,0.0006942122261945565,0.0019688603319056447,0.0015124174228311566,,,,
2022-11-03 12:00:00,-0.0021886239084628156,-0.002636071355910263,,,-0.001384183521365891,-0.0017225981555122325,,
2022-11-03 16:00:00,-0.007181811357786715,-0.007464093640068998,-0.011655958687710903,-0.012055358087110302,,,,
2022-11-03 20:00:00,0.0022823514542635284,0.0022433124152244893,,,,,,
2022-11-04 00:00:00,0.001340720504311517,0.0010749547385457512,0.0002369359361245373,-6.6367367178766e-05,-0.00913490113032998,-0.009671449030371194,0.024603127334069223,0.023862922964795086
2022-11-04 04:00:00,-0.004757450566978233,-0.005068261377789044,,,,,,
2022-11-04 08:00:00,-0.003548572542523685,-0.003748272242223385,-0.009270668536568109,-0.009655052920952494,,,,
2022-11-04 12:00:00,-0.0005534587613072346,-0.0010084137162621894,,,-0.013314187095694735,-0.013653973915221917,,
2022-11-04 16:00:00,-0.005074692500247699,-0.005287905713460912,-0.0065023399817462,-0.007029367008773227,,,,
2022-11-04 20:00:00,0.002825342539014809,0.002651168364840635,,,,,,
2022-11-05 00:00:00,0.0017262621977664995,0.0014860219575262594,0.006505209225856833,0.006069773790421397,0.0007533443082378699,0.0005673686984817723,0.0008295206693861028,0.0004915116196123471
2022-11-05 04:00:00,-0.004096801441647831,-0.004122326967173356,,,,,,
2022-11-05 08:00:00,0.0004134270479792165,0.00038940302395519246,-0.006077459906333716,-0.006263646092519902,,,,
2022-11-05 12:00:00,0.002538827850215998,0.0023646536760418236,,,-0.002492363011372017,-0.002620411791859822,,
2022-11-05 16:00:00,-0.0007081998236557816,-0.0007081998236557816,0.0052016952775341555,0.004892385968224847,,,,
2022-11-05 20:00:00,-0.00021330563599793027,-0.0002433356660279603,,,,,,
2022-11-06 00:00:00,0.0005215377711217173,0.00043745368703763325,0.0009045614010719818,0.0007183752148857956,-0.00027292591535919294,-0.0004003986589806384,-0.0004363284256536607,-0.000683688908308261
2022-11-06 04:00:00,0.0009633835674539007,0.0007261463302166634,,,,,,
2022-11-06 08:00:00,0.00025907665342318276,-2.6208631862102683e-05,0.0020536022237653394,0.0018884370586001744,,,,
2022-11-06 12:00:00,-1.3398543988711495e-05,-0.00021760274819291573,,,0.0014256064984399539,0.0012432576644782166,,
2022-11-06 16:00:00,9.742510883811546e-05,5.838606979907642e-05,-0.0019849736233574183,-0.0023843730227568177,,,,
2022-11-06 20:00:00,0.008534281146672734,0.007807554419946007,,,,,,
2022-11-07 00:00:00,-0.004140894716747664,-0.004693447269300217,0.005189672355068134,0.004747359365386723,-0.00010887519553641245,-0.0007554568658985706,0.0002282630747517999,-0.00013911660439258513
2022-11-07 04:00:00,0.00858800669143721,0.007951370054800573,,,,,,
2022-11-07 08:00:00,-0.00568722613857862,-0.006088127039479521,0.0036498025473388706,0.0032922961687798604,,,,
2022-11-07 12:00:00,5.132375678426984e-06,-0.0005369096663636151,,,-0.0019572075720757027,-0.0021951233148694944,,
2022-11-07 16:00:00,-0.0016034336038064521,-0.0020538840542569025,-0.003238853840001384,-0.003831946933094477,,,,
2022-11-07 20:00:00,0.004143381733638454,0.003765003355260075,,,,,,
2022-11-08 00:00:00,0.008048660884109342,0.007265504251867344,0.014164599211213451,0.013447533729442088,0.008814005855188926,0.008305549195569476,0.006111062659567898,0.005732163064539271
2022-11-08 04:00:00,-0.00317307461223863,-0.0034849530391624344,,,,,,
2022-11-08 08:00:00,0.0043248022009522115,0.0042302285575413585,8.766455692104993e-05,-0.00022304434202314317,,,,
2022-11-08 12:00:00,-0.0007876249984827298,-0.0009876249984827298,,,0.00036354880029808995,1.3861378442626081e-05,,
2022-11-08 16:00:00,1.649255607417445e-06,-0.0007233909221199411,0.00130537159951179,0.00016733127171814142,,,,
2022-11-08 20:00:00,0.005594259297626379,0.005540905639089794,,,,,,
2022-11-09 00:00:00,-0.0025453049480944445,-0.002678148628803979,0.00639255385664976,0.0057246082988317345,0.0013014974673951282,0.0008867509236163264,0.006294422023018531,0.005503560871319456
2022-11-09 04:00:00,0.0006523448214746711,0.00047109624548925295,,,,,,
2022-11-09 08:00:00,-0.006592671008355125,-0.007046943052100853,-0.00239335618214837,-0.002801108120132866,,,,
2022-11-09 12:00:00,0.00232604611930983,0.0018266186650436659,,,0.0038365743400707404,0.003231351605815748,,
2022-11-09 16:00:00,-0.004332975522142479,-0.004460471681896703,0.01010288826742076,0.009509089817808358,,,,
2022-11-09 20:00:00,-0.00950984177524888,-0.009952238088612935,,,,,,
2022-11-10 00:00:00,0.0079437129231795,0.007430934739522088,-0.002885275528817963,-0.0032945778543993585,-0.003416803024289855,-0.004253506086799369,0.006647191661139865,0.005979366930566978
2022-11-10 04:00:00,0.0012799969897913596,0.0007449742434040212,,,,,,
2022-11-10 08:00:00,0.006648596147175607,0.006264730476324397,0.0025416517908391566,0.0020734152959787644,,,,
2022-11-10 12:00:00,0.0031642806652354464,0.0029778697767990515,,,-0.0035505733529938594,-0.004271457132701169,,
2022-11-10 16:00:00,0.004347704125973304,0.004312045211244621,0.0016022960810339023,0.0009573117550150934,,,,
2022-11-10 20:00:00,0.003492388912143939,0.003126497439275722,,,,,,
2022-11-11 00:00:00,0.003022172072299689,0.0026424194538943037,0.003245885423129391,0.0028777036049475726,0.0017446181916175927,0.0011506894212182342,0.0035077703334499347,0.003156281394141937
2022-11-11 04:00:00,-0.004312897831423168,-0.004669574461395708,,,,,,
2022-11-11 08:00:00,0.0015270898669692788,0.0013133435732529926,-0.007378384484661968,-0.007599596605874089,,,,
2022-11-11 12:00:00,-0.005199601359725095,-0.005886237304425556,,,-0.008682450610458163,-0.009054822982830535,,
2022-11-11 16:00:00,-7.891239269032301e-05,-0.0005217516739392066,-0.0033154853094190997,-0.0037590476610459673,,,,
2022-11-11 20:00:00,1.864384441166325e-05,-0.0004288608889145254,,,,,,
2022-11-12 00:00:00,0.0043972156858266805,0.004200595102109322,0.007411356963647673,0.0071221115251103384,0.006850019752531453,0.0061490835221834576,-0.005652046810930741,-0.006174744863492662
2022-11-12 04:00:00,-0.004948476690310381,-0.005283539027323206,,,,,,
2022-11-12 08:00:00,-0.0009719493669079529,-0.0011073677042509093,-0.004919483614074523,-0.00510648493757613,,,,
2022-11-12 12:00:00,0.0039524249841549584,0.003748663228669065,,,-0.002814022139802489,-0.0033762945159199155,,
2022-11-12 16:00:00,-0.0009719309153929142,-0.0009938744890606258,0.00226783584158133,0.0020569831284030357,,,,
2022-11-12 20:00:00,-0.0016652930324747414,-0.0019223463240107914,,,,,,
2022-11-13 00:00:00,0.001699530978298868,0.001358433556608022,-0.0020242802678262996,-0.002278758173016883,-0.0007103561757284156,-0.0008935967811759449,-0.008435665854793483,-0.008755045699754722
2022-11-13 04:00:00,-0.0020422205925499405,-0.0023990862571368187,,,,,,
2022-11-13 08:00:00,-0.001093538115961428,-0.0015330871800567202,-0.0009473756264674723,-0.0015605340660997716,,,,
