,0
2022-02-10 00:00:00,0.0
2022-02-10 04:00:00,0.0
2022-02-10 08:00:00,0.0
2022-02-10 12:00:00,0.0
2022-02-10 16:00:00,0.0
2022-02-10 20:00:00,0.0
2022-02-11 00:00:00,0.0
2022-02-11 04:00:00,0.0
2022-02-11 08:00:00,0.0
2022-02-11 12:00:00,0.0
2022-02-11 16:00:00,0.0
2022-02-11 20:00:00,0.0
2022-02-12 00:00:00,0.0
2022-02-12 04:00:00,0.0
2022-02-12 08:00:00,0.0
2022-02-12 12:00:00,0.0
2022-02-12 16:00:00,0.0
2022-02-12 20:00:00,0.0
2022-02-13 00:00:00,0.0
2022-02-13 04:00:00,0.0
2022-02-13 08:00:00,0.0
2022-02-13 12:00:00,0.0
2022-02-13 16:00:00,0.0
2022-02-13 20:00:00,0.0
2022-02-14 00:00:00,0.0
2022-02-14 04:00:00,0.0
2022-02-14 08:00:00,0.0
2022-02-14 12:00:00,0.0
2022-02-14 16:00:00,0.0
2022-02-14 20:00:00,0.0
2022-02-15 00:00:00,0.0
2022-02-15 04:00:00,0.0
2022-02-15 08:00:00,0.0
2022-02-15 12:00:00,0.0
2022-02-15 16:00:00,0.0
2022-02-15 20:00:00,0.0
2022-02-16 00:00:00,0.0
2022-02-16 04:00:00,0.0
2022-02-16 08:00:00,0.0
2022-02-16 12:00:00,0.0
2022-02-16 16:00:00,0.0
2022-02-16 20:00:00,0.0
2022-02-17 00:00:00,0.0
2022-02-17 04:00:00,0.0
2022-02-17 08:00:00,0.0
2022-02-17 12:00:00,0.0
2022-02-17 16:00:00,0.0
2022-02-17 20:00:00,0.0
2022-02-18 00:00:00,0.0
2022-02-18 04:00:00,0.0
2022-02-18 08:00:00,0.0
2022-02-18 12:00:00,0.0
2022-02-18 16:00:00,0.0
2022-02-18 20:00:00,0.0
2022-02-19 00:00:00,0.0
2022-02-19 04:00:00,0.0
2022-02-19 08:00:00,0.0
2022-02-19 12:00:00,0.0
2022-02-19 16:00:00,0.0
2022-02-19 20:00:00,0.0
2022-02-20 00:00:00,0.0
2022-02-20 04:00:00,0.0
2022-02-20 08:00:00,0.0
2022-02-20 12:00:00,0.0
2022-02-20 16:00:00,0.0
2022-02-20 20:00:00,0.0
2022-02-21 00:00:00,0.0
2022-02-21 04:00:00,0.0
2022-02-21 08:00:00,0.0
2022-02-21 12:00:00,0.0
2022-02-21 16:00:00,0.0
2022-02-21 20:00:00,0.0
2022-02-22 00:00:00,0.0
2022-02-22 04:00:00,0.0
2022-02-22 08:00:00,0.0
2022-02-22 12:00:00,0.0
2022-02-22 16:00:00,0.0
2022-02-22 20:00:00,0.0
2022-02-23 00:00:00,0.0
2022-02-23 04:00:00,0.0
2022-02-23 08:00:00,0.0
2022-02-23 12:00:00,0.0
2022-02-23 16:00:00,0.0
2022-02-23 20:00:00,0.0
2022-02-24 00:00:00,0.0
2022-02-24 04:00:00,0.0
2022-02-24 08:00:00,0.0
2022-02-24 12:00:00,0.0
2022-02-24 16:00:00,0.0
2022-02-24 20:00:00,0.0
2022-02-25 00:00:00,0.0
2022-02-25 04:00:00,0.0
2022-02-25 08:00:00,0.0
2022-02-25 12:00:00,0.0
2022-02-25 16:00:00,0.0
2022-02-25 20:00:00,0.0
2022-02-26 00:00:00,0.0
2022-02-26 04:00:00,0.0
2022-02-26 08:00:00,0.0
2022-02-26 12:00:00,0.0
2022-02-26 16:00:00,0.0
2022-02-26 20:00:00,0.0
2022-02-27 00:00:00,0.0
2022-02-27 04:00:00,0.0
2022-02-27 08:00:00,0.0
2022-02-27 12:00:00,0.0
2022-02-27 16:00:00,0.0
2022-02-27 20:00:00,0.0
2022-02-28 00:00:00,0.0
2022-02-28 04:00:00,0.0
2022-02-28 08:00:00,0.0
2022-02-28 12:00:00,0.0
2022-02-28 16:00:00,0.0
2022-02-28 20:00:00,0.0
2022-03-01 00:00:00,0.0
2022-03-01 04:00:00,0.0
2022-03-01 08:00:00,0.0
2022-03-01 12:00:00,0.0
2022-03-01 16:00:00,0.0
2022-03-01 20:00:00,0.0
2022-03-02 00:00:00,0.0
2022-03-02 04:00:00,0.0
2022-03-02 08:00:00,0.0
2022-03-02 12:00:00,0.0
2022-03-02 16:00:00,0.0
2022-03-02 20:00:00,0.0
2022-03-03 00:00:00,0.0
2022-03-03 04:00:00,0.0
2022-03-03 08:00:00,0.0
2022-03-03 12:00:00,0.0
2022-03-03 16:00:00,0.0
2022-03-03 20:00:00,0.0
2022-03-04 00:00:00,0.0
2022-03-04 04:00:00,0.0
2022-03-04 08:00:00,0.0
2022-03-04 12:00:00,0.0
2022-03-04 16:00:00,0.0
2022-03-04 20:00:00,0.0
2022-03-05 00:00:00,0.0
2022-03-05 04:00:00,0.0
2022-03-05 08:00:00,0.0
2022-03-05 12:00:00,0.0
2022-03-05 16:00:00,0.0
2022-03-05 20:00:00,0.0
2022-03-06 00:00:00,0.0
2022-03-06 04:00:00,0.0
2022-03-06 08:00:00,0.0
2022-03-06 12:00:00,0.0
2022-03-06 16:00:00,0.0
2022-03-06 20:00:00,0.0
2022-03-07 00:00:00,0.0
2022-03-07 04:00:00,0.0
2022-03-07 08:00:00,0.0
2022-03-07 12:00:00,0.0
2022-03-07 16:00:00,0.0
2022-03-07 20:00:00,0.0
2022-03-08 00:00:00,0.0
2022-03-08 04:00:00,0.0
2022-03-08 08:00:00,0.0
2022-03-08 12:00:00,0.0
2022-03-08 16:00:00,0.0
2022-03-08 20:00:00,0.0
2022-03-09 00:00:00,0.0
2022-03-09 04:00:00,0.0
2022-03-09 08:00:00,0.0
2022-03-09 12:00:00,0.0
2022-03-09 16:00:00,0.0
2022-03-09 20:00:00,0.0
2022-03-10 00:00:00,0.0
2022-03-10 04:00:00,0.0
2022-03-10 08:00:00,0.0
2022-03-10 12:00:00,0.0
2022-03-10 16:00:00,0.0
2022-03-10 20:00:00,0.0
2022-03-11 00:00:00,0.0
2022-03-11 04:00:00,0.0
2022-03-11 08:00:00,0.0
2022-03-11 12:00:00,0.0
2022-03-11 16:00:00,0.0
2022-03-11 20:00:00,0.0
2022-03-12 00:00:00,0.0
2022-03-12 04:00:00,0.0
2022-03-12 08:00:00,0.0
2022-03-12 12:00:00,0.0
2022-03-12 16:00:00,0.0
2022-03-12 20:00:00,0.0
2022-03-13 00:00:00,0.0
2022-03-13 04:00:00,0.0
2022-03-13 08:00:00,0.0
2022-03-13 12:00:00,0.0
2022-03-13 16:00:00,0.0
2022-03-13 20:00:00,0.0
2022-03-14 00:00:00,0.0
2022-03-14 04:00:00,0.0
2022-03-14 08:00:00,0.0
2022-03-14 12:00:00,0.0
2022-03-14 16:00:00,0.0
2022-03-14 20:00:00,0.0
2022-03-15 00:00:00,0.0
2022-03-15 04:00:00,0.0
2022-03-15 08:00:00,0.0
2022-03-15 12:00:00,0.0
2022-03-15 16:00:00,0.0
2022-03-15 20:00:00,0.0
2022-03-16 00:00:00,0.0
2022-03-16 04:00:00,0.0
2022-03-16 08:00:00,0.0
2022-03-16 12:00:00,0.0
2022-03-16 16:00:00,0.0
2022-03-16 20:00:00,0.0
2022-03-17 00:00:00,0.0
2022-03-17 04:00:00,0.0
2022-03-17 08:00:00,0.0
2022-03-17 12:00:00,0.0
2022-03-17 16:00:00,0.0
2022-03-17 20:00:00,0.0
2022-03-18 00:00:00,0.0
2022-03-18 04:00:00,0.0
2022-03-18 08:00:00,0.0
2022-03-18 12:00:00,0.0
2022-03-18 16:00:00,0.0
2022-03-18 20:00:00,0.0
2022-03-19 00:00:00,0.0
2022-03-19 04:00:00,0.0
2022-03-19 08:00:00,0.0
2022-03-19 12:00:00,0.0
2022-03-19 16:00:00,0.0
2022-03-19 20:00:00,0.0
2022-03-20 00:00:00,0.0
2022-03-20 04:00:00,0.0
2022-03-20 08:00:00,0.0
2022-03-20 12:00:00,0.0
2022-03-20 16:00:00,0.0
2022-03-20 20:00:00,0.0
2022-03-21 00:00:00,0.0
2022-03-21 04:00:00,0.0
2022-03-21 08:00:00,0.0
2022-03-21 12:00:00,0.0
2022-03-21 16:00:00,0.0
2022-03-21 20:00:00,0.0
2022-03-22 00:00:00,0.0
2022-03-22 04:00:00,0.0
2022-03-22 08:00:00,0.0
2022-03-22 12:00:00,0.0
2022-03-22 16:00:00,0.0
2022-03-22 20:00:00,0.0
2022-03-23 00:00:00,0.0
2022-03-23 04:00:00,0.0
2022-03-23 08:00:00,0.0
2022-03-23 12:00:00,0.0
2022-03-23 16:00:00,0.0
2022-03-23 20:00:00,0.0
2022-03-24 00:00:00,0.0
2022-03-24 04:00:00,0.0
2022-03-24 08:00:00,0.0
2022-03-24 12:00:00,0.0
2022-03-24 16:00:00,0.0
2022-03-24 20:00:00,0.0
2022-03-25 00:00:00,0.0
2022-03-25 04:00:00,0.0
2022-03-25 08:00:00,0.0
2022-03-25 12:00:00,0.0
2022-03-25 16:00:00,0.0
2022-03-25 20:00:00,0.0
2022-03-26 00:00:00,0.0
2022-03-26 04:00:00,0.0
2022-03-26 08:00:00,0.0
2022-03-26 12:00:00,0.0
2022-03-26 16:00:00,0.0
2022-03-26 20:00:00,0.0
2022-03-27 00:00:00,0.0
2022-03-27 04:00:00,0.0
2022-03-27 08:00:00,0.0
2022-03-27 12:00:00,0.0
2022-03-27 16:00:00,0.0
2022-03-27 20:00:00,0.0
2022-03-28 00:00:00,0.0
2022-03-28 04:00:00,0.0
2022-03-28 08:00:00,0.0
2022-03-28 12:00:00,0.0
2022-03-28 16:00:00,0.0
2022-03-28 20:00:00,0.0
2022-03-29 00:00:00,0.0
2022-03-29 04:00:00,0.0
2022-03-29 08:00:00,0.0
2022-03-29 12:00:00,0.0
2022-03-29 16:00:00,0.0
2022-03-29 20:00:00,0.0
2022-03-30 00:00:00,0.0
2022-03-30 04:00:00,0.0
2022-03-30 08:00:00,0.0
2022-03-30 12:00:00,0.0
2022-03-30 16:00:00,0.0
2022-03-30 20:00:00,0.0
2022-03-31 00:00:00,0.0
2022-03-31 04:00:00,0.0
2022-03-31 08:00:00,0.0
2022-03-31 12:00:00,0.0
2022-03-31 16:00:00,0.0
2022-03-31 20:00:00,0.0
2022-04-01 00:00:00,0.0
2022-04-01 04:00:00,0.0
2022-04-01 08:00:00,0.0
2022-04-01 12:00:00,0.0
2022-04-01 16:00:00,0.0
2022-04-01 20:00:00,0.0
2022-04-02 00:00:00,0.0
2022-04-02 04:00:00,0.0
2022-04-02 08:00:00,0.0
2022-04-02 12:00:00,0.0
2022-04-02 16:00:00,0.0
2022-04-02 20:00:00,0.0
2022-04-03 00:00:00,0.0
2022-04-03 04:00:00,0.0
2022-04-03 08:00:00,0.0
2022-04-03 12:00:00,0.0
2022-04-03 16:00:00,0.0
2022-04-03 20:00:00,0.0
2022-04-04 00:00:00,0.0
2022-04-04 04:00:00,0.0
2022-04-04 08:00:00,0.0
2022-04-04 12:00:00,0.0
2022-04-04 16:00:00,0.0
2022-04-04 20:00:00,0.0
2022-04-05 00:00:00,0.0
2022-04-05 04:00:00,0.0
2022-04-05 08:00:00,0.0
2022-04-05 12:00:00,0.0
2022-04-05 16:00:00,0.0
2022-04-05 20:00:00,0.0
2022-04-06 00:00:00,0.0
2022-04-06 04:00:00,0.0
2022-04-06 08:00:00,0.0
2022-04-06 12:00:00,0.0
2022-04-06 16:00:00,0.0
2022-04-06 20:00:00,0.0
2022-04-07 00:00:00,0.0
2022-04-07 04:00:00,0.0
2022-04-07 08:00:00,0.0
2022-04-07 12:00:00,0.0
2022-04-07 16:00:00,0.0
2022-04-07 20:00:00,0.0
2022-04-08 00:00:00,0.0
2022-04-08 04:00:00,0.0
2022-04-08 08:00:00,0.0
2022-04-08 12:00:00,0.0
2022-04-08 16:00:00,0.0
2022-04-08 20:00:00,0.0
2022-04-09 00:00:00,0.0
2022-04-09 04:00:00,0.0
2022-04-09 08:00:00,0.0
2022-04-09 12:00:00,0.0
2022-04-09 16:00:00,0.0
2022-04-09 20:00:00,0.0
2022-04-10 00:00:00,0.0
2022-04-10 04:00:00,0.0
2022-04-10 08:00:00,0.0
2022-04-10 12:00:00,0.0
2022-04-10 16:00:00,0.0
2022-04-10 20:00:00,0.0
2022-04-11 00:00:00,0.0
2022-04-11 04:00:00,0.0
2022-04-11 08:00:00,0.0
2022-04-11 12:00:00,0.0
2022-04-11 16:00:00,0.0
2022-04-11 20:00:00,0.0
2022-04-12 00:00:00,0.0
2022-04-12 04:00:00,0.0
2022-04-12 08:00:00,0.0
2022-04-12 12:00:00,0.0
2022-04-12 16:00:00,0.0
2022-04-12 20:00:00,0.0
2022-04-13 00:00:00,0.0
2022-04-13 04:00:00,0.0
2022-04-13 08:00:00,0.0
2022-04-13 12:00:00,0.0
2022-04-13 16:00:00,0.0
2022-04-13 20:00:00,0.0
2022-04-14 00:00:00,0.0
2022-04-14 04:00:00,0.0
2022-04-14 08:00:00,0.0
2022-04-14 12:00:00,0.0
2022-04-14 16:00:00,0.0
2022-04-14 20:00:00,0.0
2022-04-15 00:00:00,0.0
2022-04-15 04:00:00,0.0
2022-04-15 08:00:00,0.0
2022-04-15 12:00:00,0.0
2022-04-15 16:00:00,0.0
2022-04-15 20:00:00,0.0
2022-04-16 00:00:00,0.3745858185700939
2022-04-16 04:00:00,0.35121227069785177
2022-04-16 08:00:00,0.4592371593178841
2022-04-16 12:00:00,0.3846136710095591
2022-04-16 16:00:00,0.4053838057113128
2022-04-16 20:00:00,0.4193668330897317
2022-04-17 00:00:00,0.3636555647549208
2022-04-17 04:00:00,0.301685594690395
2022-04-17 08:00:00,0.3309472701844687
2022-04-17 12:00:00,0.3297768876029855
2022-04-17 16:00:00,0.3001138315375886
2022-04-17 20:00:00,0.47310121103983604
2022-04-18 00:00:00,0.4336018084797245
2022-04-18 04:00:00,0.4477872259312335
2022-04-18 08:00:00,0.3866583055572269
2022-04-18 12:00:00,0.30973025477492344
2022-04-18 16:00:00,0.27164756357122866
2022-04-18 20:00:00,0.3193582063299576
2022-04-19 00:00:00,0.37761857136689714
2022-04-19 04:00:00,0.3504822847215521
2022-04-19 08:00:00,0.25639585247324614
2022-04-19 12:00:00,0.3382704172806517
2022-04-19 16:00:00,0.33320657857505886
2022-04-19 20:00:00,0.29140866473256133
2022-04-20 00:00:00,0.28413298449131963
2022-04-20 04:00:00,0.29091467555290507
2022-04-20 08:00:00,0.29374072034360504
2022-04-20 12:00:00,0.3714939040913721
2022-04-20 16:00:00,0.4663205839516752
2022-04-20 20:00:00,0.504707081376599
2022-04-21 00:00:00,0.5001493785299036
2022-04-21 04:00:00,0.5404960455554799
2022-04-21 08:00:00,0.5791249114948666
2022-04-21 12:00:00,0.5950512975672778
2022-04-21 16:00:00,0.5949397256631022
2022-04-21 20:00:00,0.617985821808764
2022-04-22 00:00:00,0.6474677555043677
2022-04-22 04:00:00,0.6621361912600692
2022-04-22 08:00:00,0.6652041982891754
2022-04-22 12:00:00,0.64601513378169
2022-04-22 16:00:00,0.6522047580510865
2022-04-22 20:00:00,0.6748573065681641
2022-04-23 00:00:00,0.6400107033418129
2022-04-23 04:00:00,0.6346612911001843
2022-04-23 08:00:00,0.6798812230417857
2022-04-23 12:00:00,0.6757209887402742
2022-04-23 16:00:00,0.6979592151357297
2022-04-23 20:00:00,0.7130689462056787
2022-04-24 00:00:00,0.717636163760206
2022-04-24 04:00:00,0.722166014514227
2022-04-24 08:00:00,0.7336135875844563
2022-04-24 12:00:00,0.7335284960422604
2022-04-24 16:00:00,0.7291656298828493
2022-04-24 20:00:00,0.7416244434530719
2022-04-25 00:00:00,0.744103780894503
2022-04-25 04:00:00,0.7566820886944459
2022-04-25 08:00:00,0.7530431433789482
2022-04-25 12:00:00,0.7479305779550225
2022-04-25 16:00:00,0.7390338069557842
2022-04-25 20:00:00,0.7522033377773854
2022-04-26 00:00:00,0.7538413085371092
2022-04-26 04:00:00,0.759116046051266
2022-04-26 08:00:00,0.7694966298844813
2022-04-26 12:00:00,0.6795837586913152
2022-04-26 16:00:00,0.6927144933738026
2022-04-26 20:00:00,0.6480070603613304
2022-04-27 00:00:00,0.644018767615817
2022-04-27 04:00:00,0.6550166449060352
2022-04-27 08:00:00,0.6031863221699678
2022-04-27 12:00:00,0.6405786157956704
2022-04-27 16:00:00,0.6425124228691428
2022-04-27 20:00:00,0.6154138097294561
2022-04-28 00:00:00,0.6052712139656857
2022-04-28 04:00:00,0.6055046557843786
2022-04-28 08:00:00,0.6157633994879321
2022-04-28 12:00:00,0.6552720875204268
2022-04-28 16:00:00,0.6542370093536467
2022-04-28 20:00:00,0.6839978025905812
2022-04-29 00:00:00,0.692442543759427
2022-04-29 04:00:00,0.6725926457499878
2022-04-29 08:00:00,0.6970435488329094
2022-04-29 12:00:00,0.696995063134163
2022-04-29 16:00:00,0.7128585666572582
2022-04-29 20:00:00,0.7275018695370683
2022-04-30 00:00:00,0.7037341007005519
2022-04-30 04:00:00,0.677855690513659
2022-04-30 08:00:00,0.6699033680175934
2022-04-30 12:00:00,0.6672122217506398
2022-04-30 16:00:00,0.6335173910102777
2022-04-30 20:00:00,0.6590588242582471
2022-05-01 00:00:00,0.6982904838745609
2022-05-01 04:00:00,0.7048120421996019
2022-05-01 08:00:00,0.7178128869727061
2022-05-01 12:00:00,0.7177629887121252
2022-05-01 16:00:00,0.7114092043207255
2022-05-01 20:00:00,0.7087914525157811
2022-05-02 00:00:00,0.6766515125248486
2022-05-02 04:00:00,0.6825355001121652
2022-05-02 08:00:00,0.7210881997554823
2022-05-02 12:00:00,0.7170420039341596
2022-05-02 16:00:00,0.8339557851685058
2022-05-02 20:00:00,0.7875328084760379
2022-05-03 00:00:00,0.8854058952661956
2022-05-03 04:00:00,0.7072549164029149
2022-05-03 08:00:00,0.6243083074022515
2022-05-03 12:00:00,0.71710649608201
2022-05-03 16:00:00,0.825641028602259
2022-05-03 20:00:00,0.7926719553181987
2022-05-04 00:00:00,0.8903290840774949
2022-05-04 04:00:00,1.0654539779809356
2022-05-04 08:00:00,0.9339675457346256
2022-05-04 12:00:00,0.9080252952024834
2022-05-04 16:00:00,0.7265157519218243
2022-05-04 20:00:00,0.8915261003771253
2022-05-05 00:00:00,0.6281399763891593
2022-05-05 04:00:00,0.6501473249738533
2022-05-05 08:00:00,0.5901716446061682
2022-05-05 12:00:00,0.4343242057633914
2022-05-05 16:00:00,0.7225432847086575
2022-05-05 20:00:00,0.7108950568059
2022-05-06 00:00:00,0.6775662097549355
2022-05-06 04:00:00,0.8280075683958634
2022-05-06 08:00:00,0.6549101468036052
2022-05-06 12:00:00,0.7114828342736021
2022-05-06 16:00:00,0.48949179559092043
2022-05-06 20:00:00,0.49083702155810843
2022-05-07 00:00:00,0.6708920560660876
2022-05-07 04:00:00,0.6843492631887105
2022-05-07 08:00:00,0.5610272430207488
2022-05-07 12:00:00,0.4512109393890879
2022-05-07 16:00:00,0.37619154913668523
2022-05-07 20:00:00,0.412595526432781
2022-05-08 00:00:00,0.22959723585395603
2022-05-08 04:00:00,0.26748182134000015
2022-05-08 08:00:00,0.25860063111087966
2022-05-08 12:00:00,0.37185710006033695
2022-05-08 16:00:00,0.3637052939296214
2022-05-08 20:00:00,0.43012978160785803
2022-05-09 00:00:00,0.40694131713971077
2022-05-09 04:00:00,0.3822681152699399
2022-05-09 08:00:00,0.17721304207292565
2022-05-09 12:00:00,-0.08394906830964399
2022-05-09 16:00:00,0.29936167373635497
2022-05-09 20:00:00,0.25838862800994145
2022-05-10 00:00:00,0.1067235637940514
2022-05-10 04:00:00,0.04700344089373454
2022-05-10 08:00:00,0.2714513968371148
2022-05-10 12:00:00,0.26669668253426365
2022-05-10 16:00:00,0.1510400439537135
